time,gyro_x,gyro_y,gyro_z,absolute,activity
0 days 00:05:32,-0.0376,-0.099,-0.00866,0.106,standing
0 days 00:05:32,-0.0399,-0.162,-0.00955,0.167,standing
0 days 00:05:32,-0.0151,-0.136,-0.0114,0.137,standing
0 days 00:05:32,0.0104,-0.0493,0.00472,0.0506,standing
0 days 00:05:32,0.0166,0.0135,0.0109,0.024,standing
0 days 00:05:32,0.0147,0.0144,0.0138,0.0248,standing
0 days 00:05:32,0.0191,0.00377,0.00711,0.0208,standing
0 days 00:05:32,0.0162,-0.000625,0.00257,0.0164,standing
0 days 00:05:32,0.0123,0.0144,0.000224,0.019,standing
0 days 00:05:32,0.024,0.0182,0.00304,0.0303,standing
0 days 00:05:32,0.0388,0.0134,0.00268,0.0411,standing
0 days 00:05:32,0.0368,0.00922,0.0036,0.0381,standing
0 days 00:05:32,0.0209,-0.000684,0.00328,0.0211,standing
0 days 00:05:32,-0.0127,-0.0516,-0.00361,0.0533,standing
0 days 00:05:32,-0.0111,-0.093,-0.0137,0.0946,standing
0 days 00:05:32,0.00809,-0.0776,-0.00731,0.0783,standing
0 days 00:05:32,0.0166,-0.0397,0.000625,0.0431,standing
0 days 00:05:32,0.0192,-0.000408,0.00249,0.0194,standing
0 days 00:05:32,0.0266,0.018,0.00748,0.0329,standing
0 days 00:05:32,0.0297,0.043,0.0115,0.0535,standing
0 days 00:05:32,0.0356,0.084,0.0131,0.0922,standing
0 days 00:05:32,0.0357,0.0911,0.0157,0.0991,standing
0 days 00:05:32,0.0227,0.0348,0.00924,0.0426,standing
0 days 00:05:32,0.0146,-0.0165,-0.00504,0.0226,standing
0 days 00:05:32,0.00479,-0.0261,-0.0112,0.0288,standing
0 days 00:05:32,-0.0181,-0.0453,-0.0111,0.0501,standing
0 days 00:05:32,-0.0413,-0.0991,-0.00843,0.108,standing
0 days 00:05:32,-0.021,-0.0852,-0.00929,0.0882,standing
0 days 00:05:32,0.0315,0.0112,0.00806,0.0344,standing
0 days 00:05:32,0.0597,0.0956,0.0174,0.114,standing
0 days 00:05:32,0.0562,0.107,0.0211,0.122,standing
0 days 00:05:32,0.0263,0.0469,0.0151,0.0559,standing
0 days 00:05:32,-0.000163,-0.0266,0.00457,0.027,standing
0 days 00:05:32,-0.015,-0.0735,-0.00574,0.0752,standing
0 days 00:05:32,-0.0239,-0.0727,-0.00668,0.0768,standing
0 days 00:05:32,-0.00896,-0.00722,0.00659,0.0133,standing
0 days 00:05:32,0.0202,0.00935,0.0128,0.0257,standing
0 days 00:05:32,0.0435,-0.00128,0.00508,0.0438,standing
0 days 00:05:32,0.0438,-0.00818,-0.00111,0.0446,standing
0 days 00:05:32,0.0171,-0.0154,-0.00157,0.023,standing
0 days 00:05:32,-0.0104,-0.0399,-0.00292,0.0414,standing
0 days 00:05:32,-0.0141,-0.0332,-0.00221,0.0361,standing
0 days 00:05:32,-0.00185,-0.00605,0.00739,0.00973,standing
0 days 00:05:32,0.00639,0.0239,0.0167,0.0298,standing
0 days 00:05:32,0.0214,0.0443,0.0106,0.0504,standing
0 days 00:05:32,0.028,0.0449,0.0143,0.0548,standing
0 days 00:05:32,0.0144,0.0152,0.017,0.027,standing
0 days 00:05:32,-0.00579,-0.0143,0.00936,0.018,standing
0 days 00:05:32,-0.00672,-0.0231,0.00388,0.0244,standing
0 days 00:05:32,-0.0179,-0.0348,0.000174,0.0391,standing
0 days 00:05:32,-0.0423,-0.0463,-0.00226,0.0628,standing
0 days 00:05:32,-0.0409,-0.0666,-0.00181,0.0782,standing
0 days 00:05:32,-0.0199,-0.0694,-0.000169,0.0722,standing
0 days 00:05:32,-6.01E-05,-0.0436,0.00453,0.0438,standing
0 days 00:05:32,0.0205,-0.00891,0.00325,0.0226,standing
0 days 00:05:32,0.0312,0.00949,0.00733,0.0334,standing
0 days 00:05:32,0.0429,0.0662,0.0104,0.0796,standing
0 days 00:05:32,0.0388,0.118,0.00657,0.124,standing
0 days 00:05:32,0.0103,0.0866,0.00852,0.0876,standing
0 days 00:05:32,-0.0322,-0.0131,-0.00423,0.035,standing
0 days 00:05:32,-0.0561,-0.0964,-0.011,0.112,standing
0 days 00:05:32,-0.0378,-0.096,-0.00975,0.104,standing
0 days 00:05:32,-0.0134,-0.055,-0.000901,0.0566,standing
0 days 00:05:32,0.00775,-0.00647,0.00722,0.0124,standing
0 days 00:05:32,0.0305,0.0276,0.0147,0.0437,standing
0 days 00:05:32,0.0391,0.0519,0.0146,0.0666,standing
0 days 00:05:32,0.0345,0.0515,0.000696,0.062,standing
0 days 00:05:32,0.00742,0.0181,-0.00557,0.0203,standing
0 days 00:05:32,-0.0197,-0.0293,-0.00592,0.0358,standing
0 days 00:05:32,-0.0217,-0.0475,-0.00577,0.0525,standing
0 days 00:05:32,-0.0129,-0.022,0.00212,0.0256,standing
0 days 00:05:32,-0.00169,0.00256,0.00732,0.00794,standing
0 days 00:05:32,-0.00504,0.00577,0.0085,0.0114,standing
0 days 00:05:32,-0.0153,-0.0158,0.00681,0.023,standing
0 days 00:05:32,-0.0219,-0.0292,-9.86E-05,0.0365,standing
0 days 00:05:32,-0.0248,-0.0385,-0.00983,0.0469,standing
0 days 00:05:32,-0.0218,-0.0404,-0.0114,0.0473,standing
0 days 00:05:32,-0.0082,-0.0272,-0.00742,0.0294,standing
0 days 00:05:32,0.0147,0.00626,0.000433,0.016,standing
0 days 00:05:32,0.0316,0.0393,0.00576,0.0508,standing
0 days 00:05:32,0.0358,0.0585,0.00437,0.0688,standing
0 days 00:05:32,0.0189,0.0438,0.00597,0.0481,standing
0 days 00:05:32,-0.00994,0.00649,0.00499,0.0129,standing
0 days 00:05:32,-0.0345,-0.0235,-0.00542,0.0421,standing
0 days 00:05:33,-0.0439,-0.0532,-0.0107,0.0698,standing
0 days 00:05:33,-0.0488,-0.0774,-0.00674,0.0917,standing
0 days 00:05:33,-0.0394,-0.0943,-0.00943,0.103,standing
0 days 00:05:33,-0.0252,-0.092,-0.00649,0.0957,standing
0 days 00:05:33,0.0012,-0.038,0.00471,0.0383,standing
0 days 00:05:33,0.0341,0.0492,0.0105,0.0608,standing
0 days 00:05:33,0.055,0.107,0.0151,0.122,standing
0 days 00:05:33,0.0375,0.0968,0.00883,0.104,standing
0 days 00:05:33,0.0114,0.0363,-0.00329,0.0382,standing
0 days 00:05:33,-0.0148,-0.0255,-0.00647,0.0302,standing
0 days 00:05:33,-0.032,-0.0696,-0.00942,0.0771,standing
0 days 00:05:33,-0.0387,-0.0971,-0.0122,0.105,standing
0 days 00:05:33,-0.0353,-0.0986,-0.00898,0.105,standing
0 days 00:05:33,-0.0165,-0.0621,-0.00628,0.0645,standing
0 days 00:05:33,-0.00293,-0.0108,-0.00132,0.0113,standing
0 days 00:05:33,-0.00455,0.0136,-0.00148,0.0144,standing
0 days 00:05:33,-0.000626,0.0277,-0.00266,0.0279,standing
0 days 00:05:33,0.014,0.0362,0.00268,0.0389,standing
0 days 00:05:33,0.017,0.0298,-0.00027,0.0343,standing
0 days 00:05:33,0.0159,0.0104,-0.00357,0.0193,standing
0 days 00:05:33,0.0126,0.00309,-0.00249,0.0132,standing
0 days 00:05:33,0.0192,0.0143,-0.00167,0.024,standing
0 days 00:05:33,0.018,0.0279,-0.00158,0.0332,standing
0 days 00:05:33,0.00487,0.0226,-0.00616,0.0239,standing
0 days 00:05:33,-0.00337,0.00266,-0.00888,0.00986,standing
0 days 00:05:33,-0.0037,-0.00229,-0.00858,0.00963,standing
0 days 00:05:33,-0.00659,-0.00354,-0.00679,0.0101,standing
0 days 00:05:33,-0.0123,-0.0202,-0.00863,0.0252,standing
0 days 00:05:33,-0.0151,-0.0437,-0.00695,0.0467,standing
0 days 00:05:33,-0.00645,-0.0523,-0.00377,0.0528,standing
0 days 00:05:33,0.000239,-0.0395,-0.00691,0.0401,standing
0 days 00:05:33,-0.0014,-0.0251,-0.00954,0.0269,standing
0 days 00:05:33,-0.000514,-0.012,-0.00693,0.0139,standing
0 days 00:05:33,0.00597,-0.0068,-0.00435,0.01,standing
0 days 00:05:33,0.0165,0.00234,-0.000728,0.0166,standing
0 days 00:05:33,0.0254,0.0156,0.00824,0.031,standing
0 days 00:05:33,0.0232,0.0153,0.00782,0.0288,standing
0 days 00:05:33,0.0241,0.0204,0.00281,0.0317,standing
0 days 00:05:33,0.011,0.0117,0.000126,0.016,standing
0 days 00:05:33,-0.00664,-0.00688,-0.000227,0.00956,standing
0 days 00:05:33,-0.0208,-0.0333,-0.00326,0.0394,standing
0 days 00:05:33,-0.0369,-0.0678,-0.00436,0.0773,standing
0 days 00:05:33,-0.0401,-0.107,-0.00145,0.115,standing
0 days 00:05:33,-0.0363,-0.121,-0.000858,0.126,standing
0 days 00:05:33,-0.0287,-0.118,-0.00155,0.122,standing
0 days 00:05:33,-0.014,-0.0958,0.00245,0.0968,standing
0 days 00:05:33,-0.00662,-0.0475,0.00536,0.0482,standing
0 days 00:05:33,0.00348,0.00559,0.0049,0.00821,standing
0 days 00:05:33,0.00489,0.0299,0.0019,0.0304,standing
0 days 00:05:33,0.00232,0.0233,0.00156,0.0235,standing
0 days 00:05:33,0.00641,0.0187,0.00327,0.02,standing
0 days 00:05:33,0.0192,0.0165,0.00488,0.0257,standing
0 days 00:05:33,0.0286,0.0186,0.0056,0.0345,standing
0 days 00:05:33,0.028,0.0132,0.00314,0.0311,standing
0 days 00:05:33,0.0179,-0.00395,-0.000163,0.0183,standing
0 days 00:05:33,0.00709,-0.0226,-0.00724,0.0248,standing
0 days 00:05:33,0.0069,-0.0108,-0.00725,0.0148,standing
0 days 00:05:33,0.0111,0.00843,-0.00324,0.0143,standing
0 days 00:05:33,0.0124,0.0106,0.000305,0.0163,standing
0 days 00:05:33,0.0103,-0.00579,0.000259,0.0118,standing
0 days 00:05:33,0.0165,-0.00368,0.000559,0.0169,standing
0 days 00:05:33,0.0206,0.00931,0.00241,0.0227,standing
0 days 00:05:33,0.0156,0.0291,0.00536,0.0335,standing
0 days 00:05:33,0.0115,0.0374,0.0102,0.0404,standing
0 days 00:05:33,0.0152,0.0476,0.0137,0.0518,standing
0 days 00:05:33,0.0199,0.0551,0.0144,0.0604,standing
0 days 00:05:33,0.0194,0.0415,0.00844,0.0466,standing
0 days 00:05:33,4.14E-05,0.000489,-0.00331,0.00334,standing
0 days 00:05:33,-0.0127,-0.0441,-0.0116,0.0473,standing
0 days 00:05:33,-0.0111,-0.0505,-0.0141,0.0536,standing
0 days 00:05:33,-0.00124,-0.016,-0.0065,0.0173,standing
0 days 00:05:33,0.0102,0.0402,0.00206,0.0415,standing
0 days 00:05:33,0.0174,0.0696,0.00358,0.0718,standing
0 days 00:05:33,0.0211,0.0742,0.0029,0.0771,standing
0 days 00:05:33,0.0219,0.0669,0.00105,0.0704,standing
0 days 00:05:33,0.0189,0.052,-0.00428,0.0555,standing
0 days 00:05:33,0.0176,0.0487,-0.00566,0.0521,standing
0 days 00:05:33,0.0181,0.0445,-0.0013,0.048,standing
0 days 00:05:33,0.0165,0.0542,0.00157,0.0567,standing
0 days 00:05:33,0.0183,0.0569,-0.00329,0.0598,standing
0 days 00:05:33,0.0267,0.0644,-0.00428,0.0698,standing
0 days 00:05:33,0.0277,0.068,-0.00619,0.0737,standing
0 days 00:05:33,0.0274,0.0513,-0.00874,0.0588,standing
0 days 00:05:33,0.0229,0.0153,-0.0113,0.0298,standing
0 days 00:05:33,0.0215,-0.0179,-0.0149,0.0317,standing
0 days 00:05:33,0.0233,-0.0398,-0.0153,0.0486,standing
0 days 00:05:33,0.0279,-0.0262,-0.0139,0.0407,standing
0 days 00:05:33,0.0334,0.0167,-0.00831,0.0383,standing
0 days 00:05:33,0.0348,0.0449,-0.0036,0.0569,standing
0 days 00:05:33,0.0372,0.0581,-0.00179,0.069,standing
0 days 00:05:33,0.0509,0.0904,0.0024,0.104,standing
0 days 00:05:33,0.066,0.126,0.00592,0.143,standing
0 days 00:05:33,0.065,0.141,0.00475,0.155,standing
0 days 00:05:33,0.0463,0.129,0.0045,0.137,standing
0 days 00:05:33,0.0256,0.107,-0.000398,0.11,standing
0 days 00:05:33,0.00803,0.0752,-0.00336,0.0757,standing
0 days 00:05:33,-0.00395,0.0346,-0.00719,0.0356,standing
0 days 00:05:33,-0.00708,-0.0102,-0.0141,0.0188,standing
0 days 00:05:33,0.00465,-0.0376,-0.0176,0.0418,standing
0 days 00:05:33,0.0104,-0.0453,-0.0207,0.0508,standing
0 days 00:05:34,0.0247,-0.0221,-0.018,0.0377,standing
0 days 00:05:34,0.044,0.0253,-0.0193,0.0543,standing
0 days 00:05:34,0.0543,0.0746,-0.0191,0.0942,standing
0 days 00:05:34,0.0494,0.11,-0.00932,0.121,standing
0 days 00:05:34,0.0266,0.116,0.00143,0.119,standing
0 days 00:05:34,0.0103,0.106,0.00452,0.107,standing
0 days 00:05:34,0.00504,0.087,0.00651,0.0874,standing
0 days 00:05:34,0.00547,0.0385,0.00581,0.0393,standing
0 days 00:05:34,0.016,-0.014,0.00378,0.0216,standing
0 days 00:05:34,0.0234,-0.0405,0.00446,0.047,standing
0 days 00:05:34,0.0282,-0.0451,0.00382,0.0533,standing
0 days 00:05:34,0.0416,-0.0349,0.00458,0.0545,standing
0 days 00:05:34,0.056,-0.0108,0.000446,0.0571,standing
0 days 00:05:34,0.0629,0.0371,0.00165,0.073,standing
0 days 00:05:34,0.0593,0.0928,0.0101,0.111,standing
0 days 00:05:34,0.0516,0.147,0.0128,0.156,standing
0 days 00:05:34,0.0295,0.174,0.021,0.177,standing
0 days 00:05:34,0.00881,0.176,0.0286,0.178,standing
0 days 00:05:34,0.00211,0.157,0.0287,0.16,standing
0 days 00:05:34,0.00951,0.14,0.0279,0.143,standing
0 days 00:05:34,0.0261,0.118,0.0248,0.123,standing
0 days 00:05:34,0.0355,0.0812,0.0161,0.0901,standing
0 days 00:05:34,0.0326,0.0363,0.00943,0.0496,standing
0 days 00:05:34,0.0295,0.00885,0.00751,0.0317,standing
0 days 00:05:34,0.0241,-0.0146,0.00207,0.0283,standing
0 days 00:05:34,0.0179,-0.0107,0.0076,0.0222,standing
0 days 00:05:34,0.00609,0.0324,0.0181,0.0376,standing
0 days 00:05:34,0.00547,0.113,0.0226,0.115,standing
0 days 00:05:34,0.0106,0.194,0.0276,0.196,standing
0 days 00:05:34,0.0211,0.274,0.0304,0.276,standing
0 days 00:05:34,0.02,0.306,0.0281,0.308,standing
0 days 00:05:34,0.014,0.293,0.0196,0.294,standing
0 days 00:05:34,0.0242,0.3,0.00624,0.301,standing
0 days 00:05:34,0.0531,0.322,-0.000319,0.326,standing
0 days 00:05:34,0.0658,0.338,-0.00854,0.345,standing
0 days 00:05:34,0.0517,0.343,-0.017,0.347,standing
0 days 00:05:34,0.0188,0.332,-0.0199,0.333,standing
0 days 00:05:34,-0.0083,0.306,-0.0229,0.307,standing
0 days 00:05:34,-0.0119,0.288,-0.0273,0.29,standing
0 days 00:05:34,-0.00152,0.28,-0.0228,0.281,standing
0 days 00:05:34,0.0169,0.293,-0.0218,0.294,standing
0 days 00:05:34,0.0418,0.308,-0.0201,0.312,standing
0 days 00:05:34,0.0587,0.309,-0.0191,0.315,standing
0 days 00:05:34,0.0783,0.31,-0.0205,0.32,standing
0 days 00:05:34,0.0973,0.331,-0.0156,0.345,standing
0 days 00:05:34,0.114,0.359,-0.00718,0.376,standing
0 days 00:05:34,0.116,0.354,-0.00314,0.372,standing
0 days 00:05:34,0.0991,0.327,-0.0113,0.341,standing
0 days 00:05:34,0.0662,0.279,-0.0164,0.288,standing
0 days 00:05:34,0.0366,0.253,-0.0164,0.256,standing
0 days 00:05:34,0.025,0.256,-0.0135,0.257,standing
0 days 00:05:34,0.0284,0.277,-0.0114,0.279,standing
0 days 00:05:34,0.0389,0.31,-0.0076,0.313,standing
0 days 00:05:34,0.0528,0.339,0.000553,0.343,standing
0 days 00:05:34,0.0571,0.338,-0.00302,0.343,standing
0 days 00:05:34,0.0592,0.334,-0.00483,0.339,standing
0 days 00:05:34,0.0646,0.329,-0.00702,0.336,standing
0 days 00:05:34,0.0743,0.331,-0.0115,0.34,standing
0 days 00:05:34,0.0763,0.316,-0.0199,0.326,standing
0 days 00:05:34,0.072,0.277,-0.0245,0.288,standing
0 days 00:05:34,0.0585,0.227,-0.0319,0.237,standing
0 days 00:05:34,0.0463,0.177,-0.035,0.186,standing
0 days 00:05:34,0.034,0.128,-0.0335,0.137,standing
0 days 00:05:34,0.0182,0.0954,-0.0277,0.101,standing
0 days 00:05:34,0.00795,0.0895,-0.0249,0.0932,standing
0 days 00:05:34,-0.00272,0.11,-0.0165,0.111,standing
0 days 00:05:34,0.00168,0.127,-0.00443,0.127,standing
0 days 00:05:34,0.00766,0.146,0.000556,0.147,standing
0 days 00:05:34,0.0247,0.171,0.00162,0.173,standing
0 days 00:05:34,0.048,0.208,0.00642,0.214,standing
0 days 00:05:34,0.0676,0.239,0.0113,0.248,standing
0 days 00:05:34,0.0755,0.244,0.00998,0.256,standing
0 days 00:05:34,0.0751,0.241,0.00847,0.253,standing
0 days 00:05:34,0.0664,0.236,0.00419,0.246,standing
0 days 00:05:34,0.0513,0.211,-0.00194,0.217,standing
0 days 00:05:34,0.0296,0.17,-0.00603,0.173,standing
0 days 00:05:34,0.0116,0.111,-0.00969,0.112,standing
0 days 00:05:34,-0.00669,0.0461,-0.0111,0.0479,standing
0 days 00:05:34,-0.0132,-0.00091,-0.0145,0.0197,standing
0 days 00:05:34,-0.0096,-0.00972,-0.0181,0.0227,standing
0 days 00:05:34,-0.00679,0.017,-0.016,0.0243,standing
0 days 00:05:34,-0.00248,0.0508,-0.00578,0.0511,standing
0 days 00:05:34,-0.00443,0.0699,-0.00215,0.0701,standing
0 days 00:05:34,-0.000413,0.0673,0.000609,0.0673,standing
0 days 00:05:34,0.00731,0.0581,-0.0014,0.0585,standing
0 days 00:05:34,0.0144,0.0466,0.00254,0.0489,standing
0 days 00:05:34,0.0212,0.034,0.00382,0.0402,standing
0 days 00:05:34,0.019,0.0309,-0.000774,0.0362,standing
0 days 00:05:34,0.0053,0.0219,-0.00317,0.0227,standing
0 days 00:05:34,-0.00327,0.0161,-0.00846,0.0185,standing
0 days 00:05:34,-0.00933,0.0002,-0.0118,0.015,standing
0 days 00:05:34,-0.0144,-0.0144,-0.0144,0.025,standing
0 days 00:05:34,-0.00772,-0.0232,-0.0107,0.0266,standing
0 days 00:05:34,0.0019,-0.0296,-0.0108,0.0315,standing
0 days 00:05:34,0.0127,-0.0314,-0.00866,0.035,standing
0 days 00:05:34,0.0185,-0.0379,-0.00318,0.0423,standing
0 days 00:05:34,0.0183,-0.0387,-0.00275,0.0429,standing
0 days 00:05:34,0.0127,-0.0374,-0.00261,0.0396,standing
0 days 00:05:34,0.00449,-0.0363,-0.000672,0.0366,standing
0 days 00:05:34,-0.00901,-0.0415,0.000305,0.0424,standing
0 days 00:05:35,-0.0249,-0.0487,-0.00127,0.0547,standing
0 days 00:05:35,-0.0367,-0.0516,0.00417,0.0634,standing
0 days 00:05:35,-0.0408,-0.0446,0.0114,0.0616,standing
0 days 00:05:35,-0.0366,-0.032,0.00977,0.0496,standing
0 days 00:05:35,-0.0252,-0.0201,0.013,0.0348,standing
0 days 00:05:35,-0.0164,-0.0182,0.0126,0.0276,standing
0 days 00:05:35,-0.00871,-0.0201,0.012,0.025,standing
0 days 00:05:35,0.00759,-0.00613,0.0179,0.0204,standing
0 days 00:05:35,0.0153,-0.00663,0.0121,0.0206,standing
0 days 00:05:35,0.015,-0.0151,0.00747,0.0226,standing
0 days 00:05:35,0.015,-0.0143,-9.87E-05,0.0207,standing
0 days 00:05:35,0.0109,-0.0346,-0.00188,0.0363,standing
0 days 00:05:35,0.000556,-0.0625,-0.00539,0.0628,standing
0 days 00:05:35,-0.00674,-0.0723,-0.00823,0.0731,standing
0 days 00:05:35,-0.00986,-0.0578,-0.00753,0.0591,standing
0 days 00:05:35,-0.0107,-0.042,-0.00307,0.0435,standing
0 days 00:05:35,-0.0102,-0.0354,-0.000579,0.0369,standing
0 days 00:05:35,-0.00729,-0.0407,0.00599,0.0418,standing
0 days 00:05:35,-0.00118,-0.0312,0.0112,0.0332,standing
0 days 00:05:35,0.00491,-0.0163,0.0136,0.0218,standing
0 days 00:05:35,0.00807,-0.0125,0.0115,0.0188,standing
0 days 00:05:35,0.0137,-0.01,0.0106,0.02,standing
0 days 00:05:35,0.00341,-0.0213,0.00925,0.0234,standing
0 days 00:05:35,0.00189,-0.0333,0.00586,0.0339,standing
0 days 00:05:35,-0.000275,-0.0401,0.00332,0.0402,standing
0 days 00:05:35,0.0026,-0.0321,0.00267,0.0323,standing
0 days 00:05:35,-0.00159,-0.025,0.000708,0.0251,standing
0 days 00:05:35,-0.00634,-0.0179,-0.00158,0.019,standing
0 days 00:05:35,-0.00299,0.000746,-0.00425,0.00525,standing
0 days 00:05:35,0.00359,0.0118,0.00123,0.0124,standing
0 days 00:05:35,0.000412,0.0142,0.000794,0.0142,standing
0 days 00:05:35,-0.0103,0.00543,-0.00706,0.0136,standing
0 days 00:05:35,-0.0181,0.000844,-0.00971,0.0205,standing
0 days 00:05:35,-0.0122,0.00535,-0.0117,0.0178,standing
0 days 00:05:35,0.000155,0.0229,-0.00897,0.0246,standing
0 days 00:05:35,0.0157,0.0472,-0.00822,0.0504,standing
0 days 00:05:35,0.0163,0.0678,-0.00424,0.0699,standing
0 days 00:05:35,-0.0022,0.0635,-0.000755,0.0635,standing
0 days 00:05:35,-0.02,0.0588,-0.00358,0.0622,standing
0 days 00:05:35,-0.0261,0.0563,-0.00599,0.0623,standing
0 days 00:05:35,-0.0269,0.0435,-0.0151,0.0533,standing
0 days 00:05:35,-0.021,0.0341,-0.0162,0.0432,standing
0 days 00:05:35,-0.00362,0.0178,-0.0124,0.022,standing
0 days 00:05:35,0.0221,0.0168,-0.00798,0.0289,standing
0 days 00:05:35,0.05,0.0238,-0.00159,0.0554,standing
0 days 00:05:35,0.0686,0.0421,0.000575,0.0805,standing
0 days 00:05:35,0.0705,0.0837,0.00203,0.109,standing
0 days 00:05:35,0.0537,0.125,0.00724,0.136,standing
0 days 00:05:35,0.0258,0.144,0.00323,0.146,standing
0 days 00:05:35,-0.0187,0.128,-0.0113,0.13,standing
0 days 00:05:35,-0.0548,0.0956,-0.0157,0.111,standing
0 days 00:05:35,-0.0436,0.0815,-0.0127,0.0933,standing
0 days 00:05:35,-0.0152,0.0671,-0.0085,0.0694,standing
0 days 00:05:35,0.0121,0.0214,-0.00615,0.0253,standing
0 days 00:05:35,0.0135,-0.0353,-0.00316,0.0379,standing
0 days 00:05:35,0.00381,-0.0763,-0.0104,0.0771,standing
0 days 00:05:35,-0.00612,-0.081,-0.0113,0.0821,standing
0 days 00:05:35,-0.00572,-0.0591,-0.0113,0.0605,standing
0 days 00:05:35,-0.00553,-0.0369,-0.0139,0.0398,standing
0 days 00:05:35,0.000876,-0.021,-0.00261,0.0211,standing
0 days 00:05:35,0.00651,-0.00881,0.000347,0.011,standing
0 days 00:05:35,0.00626,0.0094,6.31E-05,0.0113,standing
0 days 00:05:35,-0.00313,0.0338,0.00258,0.034,standing
0 days 00:05:35,-0.00935,0.0411,0.00218,0.0422,standing
0 days 00:05:35,-0.00518,0.041,0.00192,0.0414,standing
0 days 00:05:35,0.00782,0.0224,0.000864,0.0238,standing
0 days 00:05:35,0.00945,-0.00712,-0.004,0.0125,standing
0 days 00:05:35,0.0111,-0.0296,-0.0049,0.032,standing
0 days 00:05:35,0.0151,-0.0246,-0.00492,0.0293,standing
0 days 00:05:35,0.0135,-0.013,-0.00228,0.0189,standing
0 days 00:05:35,0.0126,0.00764,-4.44E-06,0.0147,standing
0 days 00:05:35,0.00726,0.0436,-0.00324,0.0443,standing
0 days 00:05:35,0.00437,0.0704,-0.00263,0.0705,standing
0 days 00:05:35,0.00517,0.0771,-0.00161,0.0773,standing
0 days 00:05:35,0.00196,0.0548,-0.00131,0.0548,standing
0 days 00:05:35,-0.00204,0.023,-0.00768,0.0243,standing
0 days 00:05:35,-0.00994,-0.00396,-0.0131,0.0169,standing
0 days 00:05:35,0.00156,-0.00274,-0.00981,0.0103,standing
0 days 00:05:35,0.0198,0.00539,-0.0127,0.0242,standing
0 days 00:05:35,0.0218,-0.00208,-0.0119,0.0249,standing
0 days 00:05:35,0.0105,-0.00372,-0.00793,0.0136,standing
0 days 00:05:35,-0.00139,0.0269,-0.0102,0.0288,standing
0 days 00:05:35,-0.00642,0.0727,-0.00326,0.073,standing
0 days 00:05:35,-0.00408,0.0944,-0.00692,0.0947,standing
0 days 00:05:35,0.00327,0.1,-0.00798,0.101,standing
0 days 00:05:35,0.0168,0.0983,-0.00308,0.0998,standing
0 days 00:05:35,0.0282,0.0888,0.000467,0.0932,standing
0 days 00:05:35,0.0279,0.055,-0.00478,0.0618,standing
0 days 00:05:35,0.0174,0.0229,-0.0115,0.031,standing
0 days 00:05:35,0.00584,0.00209,-0.0158,0.0169,standing
0 days 00:05:35,0.00313,-0.00122,-0.013,0.0135,standing
0 days 00:05:35,0.00934,0.00161,-0.0107,0.0143,standing
0 days 00:05:35,0.00791,-0.0121,-0.0112,0.0183,standing
0 days 00:05:35,-0.000113,-0.0221,-0.0127,0.0254,standing
0 days 00:05:35,-0.00915,-0.0219,-0.0178,0.0296,standing
0 days 00:05:35,-0.0167,-0.0152,-0.0204,0.0304,standing
0 days 00:05:35,-0.0258,-0.0127,-0.0213,0.0358,standing
0 days 00:05:35,-0.0341,-0.0076,-0.0234,0.0421,standing
0 days 00:05:35,-0.0284,0.0109,-0.0132,0.0332,standing
0 days 00:05:35,-0.0054,0.0561,0.00163,0.0564,standing
0 days 00:05:36,0.0235,0.0891,0.0119,0.0929,standing
0 days 00:05:36,0.0456,0.103,0.0166,0.114,standing
0 days 00:05:36,0.0554,0.119,0.00957,0.132,standing
0 days 00:05:36,0.0491,0.117,0.00334,0.127,standing
0 days 00:05:36,0.0253,0.0946,-0.00501,0.0981,standing
0 days 00:05:36,-0.00314,0.0696,-0.0155,0.0714,standing
0 days 00:05:36,-0.0249,0.05,-0.0206,0.0596,standing
0 days 00:05:36,-0.0289,0.0423,-0.0216,0.0555,standing
0 days 00:05:36,-0.0201,0.0444,-0.0163,0.0514,standing
